region,round,team1,seed1,score1,team2,seed2,score2,winner,year
Midwest,First Round,Texas Tech,8,61,Butler,9,71,Butler,2016
Midwest,First Round,Purdue,5,83,Little Rock,12,85,Little Rock,2016
Midwest,First Round,Iowa State,4,94,Iona,13,81,Iowa State,2016
Midwest,First Round,Seton Hall,6,52,Gonzaga,11,68,Gonzaga,2016
Midwest,First Round,Utah,3,80,Fresno State,14,69,Utah,2016
Midwest,First Round,Dayton,7,51,Syracuse,10,70,Syracuse,2016
Midwest,First Round,Michigan State,2,81,Middle Tennessee,15,90,Middle Tennessee,2016
Midwest,Second Round,Virginia,1,77,Butler,9,69,Virginia,2016
Midwest,Second Round,Little Rock,12,61,Iowa State,4,78,Iowa State,2016
Midwest,Second Round,Gonzaga,11,82,Utah,3,59,Gonzaga,2016
Midwest,Second Round,Syracuse,10,75,Middle Tennessee,15,50,Syracuse,2016
Midwest,Sweet Sixteen,Virginia,1,84,Iowa State,4,71,Virginia,2016
Midwest,Sweet Sixteen,Gonzaga,11,60,Syracuse,10,63,Syracuse,2016
Midwest,Elite Eight,Virginia,1,62,Syracuse,10,68,Syracuse,2016
South,First Round,Kansas,1,105,Austin Peay,16,79,Kansas,2016
South,First Round,Colorado,8,67,UConn,9,74,UConn,2016
South,First Round,Maryland,5,79,South Dakota State,12,74,Maryland,2016
South,First Round,California,4,66,Hawaii,13,77,Hawaii,2016
South,First Round,Arizona,6,55,Wichita State,11,65,Wichita State,2016
South,First Round,Miami (FL),3,79,Buffalo,14,72,Miami (FL),2016
South,First Round,Iowa,7,72,Temple,10,70,Iowa,2016
South,First Round,Villanova,2,86,UNC Asheville,15,56,Villanova,2016
South,Second Round,Kansas,1,73,UConn,9,61,Kansas,2016
South,Second Round,Maryland,5,73,Hawaii,13,60,Maryland,2016
South,Second Round,Wichita State,11,57,Miami (FL),3,65,Miami (FL),2016
South,Second Round,Iowa,7,68,Villanova,2,87,Villanova,2016
South,Sweet Sixteen,Kansas,1,79,Maryland,5,63,Kansas,2016
South,Sweet Sixteen,Miami (FL),3,69,Villanova,2,92,Villanova,2016
South,Elite Eight,Kansas,1,59,Villanova,2,64,Villanova,2016
West,First Round,Oregon,1,91,Holy Cross,16,52,Oregon,2016
West,First Round,St. Joseph's,8,78,Cincinnati,9,76,St. Joseph's,2016
West,First Round,Baylor,5,75,Yale,12,79,Yale,2016
West,First Round,Duke,4,93,UNC Wilmington,13,85,Duke,2016
West,First Round,Texas,6,72,Northern Iowa,11,75,Northern Iowa,2016
West,First Round,Texas A&M,3,92,Green Bay,14,65,Texas A&M,2016
West,First Round,Oregon State,7,67,VCU,10,75,VCU,2016
West,First Round,Oklahoma,2,82,Cal State Bakersfield,15,68,Oklahoma,2016
West,Second Round,Oregon,1,69,St. Joseph's,8,64,Oregon,2016
West,Second Round,Yale,12,64,Duke,4,71,Duke,2016
West,Second Round,Northern Iowa,11,88,Texas A&M,3,92,Texas A&M,2016
West,Second Round,VCU,10,81,Oklahoma,2,85,Oklahoma,2016
West,Sweet Sixteen,Oregon,1,82,Duke,4,68,Oregon,2016
West,Sweet Sixteen,Texas A&M,3,63,Oklahoma,2,77,Oklahoma,2016
West,Elite Eight,Oregon,1,68,Oklahoma,2,80,Oklahoma,2016
National,Final Four,Villanova,2,95,Oklahoma,2,51,Villanova,2016
National,Final Four,Syracuse,10,66,UNC,1,83,UNC,2016
National,Championship,Villanova,2,77,UNC,1,74,Villanova,2016
East,First Round,Villanova,1,93,Lafayette,16,52,Villanova,2015
East,First Round,NC State,8,66,LSU,9,65,NC State,2015
East,First Round,Northern Iowa,5,71,Wyoming,12,54,Northern Iowa,2015
East,First Round,Louisville,4,57,UC-Irvine,13,55,Louisville,2015
East,First Round,Providence,6,53,Dayton,11,66,Dayton,2015
East,First Round,Oklahoma,3,69,Albany (NY),14,60,Oklahoma,2015
East,First Round,Michigan State,7,70,Georgia,10,63,Michigan State,2015
East,First Round,Virginia,2,79,Belmont,15,67,Virginia,2015
East,Second Round,Villanova,1,68,NC State,8,71,NC State,2015
East,Second Round,Northern Iowa,5,53,Louisville,4,66,Louisville,2015
East,Second Round,Dayton,11,66,Oklahoma,3,72,Oklahoma,2015
East,Second Round,Michigan State,7,60,Virginia,2,54,Michigan State,2015
East,Sweet Sixteen,NC State,8,65,Louisville,4,75,Louisville,2015
East,Sweet Sixteen,Oklahoma,3,58,Michigan State,7,62,Michigan State,2015
East,Elite Eight,Louisville,4,70,Michigan State,7,76,Michigan State,2015
Midwest,First Round,Kentucky,1,79,Hampton,16,56,Kentucky,2015
Midwest,First Round,Cincinnati,8,66,Purdue,9,65,Cincinnati,2015
Midwest,First Round,West Virginia,5,68,Buffalo,12,62,West Virginia,2015
Midwest,First Round,Maryland,4,65,Valparaiso,13,62,Maryland,2015
Midwest,First Round,Butler,6,56,Texas,11,48,Butler,2015
Midwest,First Round,Notre Dame,3,69,Northeastern,14,65,Notre Dame,2015
Midwest,First Round,Wichita State,7,81,Indiana,10,76,Wichita State,2015
Midwest,First Round,Kansas,2,75,New Mexico State,15,56,Kansas,2015
Midwest,Second Round,Kentucky,1,64,Cincinnati,8,51,Kentucky,2015
Midwest,Second Round,West Virginia,5,69,Maryland,4,59,West Virginia,2015
Midwest,Second Round,Butler,6,64,Notre Dame,3,67,Notre Dame,2015
Midwest,Second Round,Wichita State,7,78,Kansas,2,65,Wichita State,2015
Midwest,Sweet Sixteen,Kentucky,1,78,West Virginia,5,39,Kentucky,2015
Midwest,Sweet Sixteen,Notre Dame,3,81,Wichita State,7,70,Notre Dame,2015
Midwest,Elite Eight,Kentucky,1,68,Notre Dame,3,66,Kentucky,2015
South,First Round,Duke,1,85,Robert Morris,16,56,Duke,2015
South,First Round,San Diego State,8,76,St. John's (NY),9,64,San Diego State,2015
South,First Round,Utah,5,57,Stephen F. Austin,12,50,Utah,2015
South,First Round,Georgetown,4,84,Eastern Washington,13,74,Georgetown,2015
South,First Round,SMU,6,59,UCLA,11,60,UCLA,2015
South,First Round,Iowa State,3,59,UAB,14,60,UAB,2015
South,First Round,Iowa,7,83,Davidson,10,52,Iowa,2015
South,First Round,Gonzaga,2,86,North Dakota State,15,76,Gonzaga,2015
South,Second Round,Duke,1,68,San Diego State,8,49,Duke,2015
South,Second Round,Utah,5,75,Georgetown,4,64,Utah,2015
South,Second Round,UCLA,11,92,UAB,14,75,UCLA,2015
South,Second Round,Iowa,7,68,Gonzaga,2,87,Gonzaga,2015
South,Sweet Sixteen,Duke,1,63,Utah,5,57,Duke,2015
South,Sweet Sixteen,UCLA,11,62,Gonzaga,2,74,Gonzaga,2015
South,Elite Eight,Duke,1,66,Gonzaga,2,52,Duke,2015
West,First Round,Wisconsin,1,86,Coastal Carolina,16,72,Wisconsin,2015
West,First Round,Oregon,8,79,Oklahoma State,9,73,Oregon,2015
West,First Round,Arkansas,5,56,Wofford,12,53,Arkansas,2015
West,First Round,UNC,4,67,Harvard,13,65,UNC,2015
West,First Round,Xavier,6,76,Ole Miss,11,57,Xavier,2015
West,First Round,Baylor,3,56,Georgia State,14,57,Georgia State,2015
West,First Round,VCU,7,72,Ohio State,10,75,Ohio State,2015
West,First Round,Arizona,2,93,Texas Southern,15,72,Arizona,2015
West,Second Round,Wisconsin,1,72,Oregon,8,65,Wisconsin,2015
West,Second Round,Arkansas,5,78,UNC,4,87,UNC,2015
West,Second Round,Xavier,6,75,Georgia State,14,67,Xavier,2015
West,Second Round,Ohio State,10,58,Arizona,2,73,Arizona,2015
West,Sweet Sixteen,Wisconsin,1,79,UNC,4,72,Wisconsin,2015
West,Sweet Sixteen,Xavier,6,60,Arizona,2,68,Arizona,2015
West,Elite Eight,Wisconsin,1,85,Arizona,2,78,Wisconsin,2015
National,Final Four,Duke,1,81,Michigan State,7,61,Duke,2015
National,Final Four,Kentucky,1,64,Wisconsin,1,71,Wisconsin,2015
National,Championship,Duke,1,68,Wisconsin,1,63,Duke,2015
East,First Round,Virginia,1,70,Coastal Carolina,16,59,Virginia,2014
East,First Round,Memphis,8,71,George Washington,9,66,Memphis,2014
East,First Round,Cincinnati,5,57,Harvard,12,61,Harvard,2014
East,First Round,Michigan State,4,93,Delaware,13,78,Michigan State,2014
East,First Round,UNC,6,79,Providence,11,77,UNC,2014
East,First Round,Iowa State,3,93,North Carolina Central,14,75,Iowa State,2014
East,First Round,UConn,7,89,St. Joseph's,10,81,UConn,2014
East,First Round,Villanova,2,73,Milwaukee,15,53,Villanova,2014
East,Second Round,Virginia,1,78,Memphis,8,60,Virginia,2014
East,Second Round,Harvard,12,73,Michigan State,4,80,Michigan State,2014
East,Second Round,UNC,6,83,Iowa State,3,85,Iowa State,2014
East,Second Round,UConn,7,77,Villanova,2,65,UConn,2014
East,Sweet Sixteen,Virginia,1,59,Michigan State,4,61,Michigan State,2014
East,Sweet Sixteen,Iowa State,3,76,UConn,7,81,UConn,2014
East,Elite Eight,Michigan State,4,54,UConn,7,60,UConn,2014
Midwest,First Round,Wichita State,1,64,Cal Poly,16,37,Wichita State,2014
Midwest,First Round,Kentucky,8,56,Kansas State,9,49,Kentucky,2014
Midwest,First Round,Saint Louis,5,83,NC State,12,80,Saint Louis,2014
Midwest,First Round,Louisville,4,71,Manhattan,13,64,Louisville,2014
Midwest,First Round,UMass,6,67,Tennessee,11,86,Tennessee,2014
Midwest,First Round,Duke,3,71,Mercer,14,78,Mercer,2014
Midwest,First Round,Texas,7,87,Arizona State,10,85,Texas,2014
Midwest,First Round,Michigan,2,57,Wofford,15,40,Michigan,2014
Midwest,Second Round,Wichita State,1,76,Kentucky,8,78,Kentucky,2014
Midwest,Second Round,Saint Louis,5,51,Louisville,4,66,Louisville,2014
Midwest,Second Round,Tennessee,11,83,Mercer,14,63,Tennessee,2014
Midwest,Second Round,Texas,7,65,Michigan,2,79,Michigan,2014
Midwest,Sweet Sixteen,Kentucky,8,74,Louisville,4,69,Kentucky,2014
Midwest,Sweet Sixteen,Tennessee,11,71,Michigan,2,73,Michigan,2014
Midwest,Elite Eight,Kentucky,8,75,Michigan,2,72,Kentucky,2014
South,First Round,Florida,1,67,Albany (NY),16,55,Florida,2014
South,First Round,Colorado,8,48,Pitt,9,77,Pitt,2014
South,First Round,VCU,5,75,Stephen F. Austin,12,77,Stephen F. Austin,2014
South,First Round,UCLA,4,76,Tulsa,13,59,UCLA,2014
South,First Round,Ohio State,6,59,Dayton,11,60,Dayton,2014
South,First Round,Syracuse,3,77,Western Michigan,14,53,Syracuse,2014
South,First Round,New Mexico,7,53,Stanford,10,58,Stanford,2014
South,First Round,Kansas,2,80,Eastern Kentucky,15,69,Kansas,2014
South,Second Round,Florida,1,61,Pitt,9,45,Florida,2014
South,Second Round,Stephen F. Austin,12,60,UCLA,4,77,UCLA,2014
South,Second Round,Dayton,11,55,Syracuse,3,53,Dayton,2014
South,Second Round,Stanford,10,60,Kansas,2,57,Stanford,2014
South,Sweet Sixteen,Florida,1,79,UCLA,4,68,Florida,2014
South,Sweet Sixteen,Dayton,11,82,Stanford,10,72,Dayton,2014
South,Elite Eight,Florida,1,62,Dayton,11,52,Florida,2014
West,First Round,Arizona,1,68,Weber State,16,59,Arizona,2014
West,First Round,Gonzaga,8,85,Oklahoma State,9,77,Gonzaga,2014
West,First Round,Oklahoma,5,75,North Dakota State,12,80,North Dakota State,2014
West,First Round,San Diego State,4,73,New Mexico State,13,69,San Diego State,2014
West,First Round,Baylor,6,74,Nebraska,11,60,Baylor,2014
West,First Round,Creighton,3,76,Louisiana,14,66,Creighton,2014
West,First Round,Oregon,7,87,BYU,10,68,Oregon,2014
West,First Round,Wisconsin,2,75,American,15,35,Wisconsin,2014
West,Second Round,Arizona,1,84,Gonzaga,8,61,Arizona,2014
West,Second Round,North Dakota State,12,44,San Diego State,4,63,San Diego State,2014
West,Second Round,Baylor,6,85,Creighton,3,55,Baylor,2014
West,Second Round,Oregon,7,77,Wisconsin,2,85,Wisconsin,2014
West,Sweet Sixteen,Arizona,1,70,San Diego State,4,64,Arizona,2014
West,Sweet Sixteen,Baylor,6,52,Wisconsin,2,69,Wisconsin,2014
West,Elite Eight,Arizona,1,63,Wisconsin,2,64,Wisconsin,2014
National,Final Four,UConn,7,63,Florida,1,53,UConn,2014
National,Final Four,Wisconsin,2,73,Kentucky,8,74,Kentucky,2014
National,Championship,UConn,7,60,Kentucky,8,54,UConn,2014
East,First Round,Indiana,1,83,James Madison,16,62,Indiana,2013
East,First Round,NC State,8,72,Temple,9,76,Temple,2013
East,First Round,UNLV,5,61,California,12,64,California,2013
East,First Round,Syracuse,4,81,Montana,13,34,Syracuse,2013
East,First Round,Butler,6,68,Bucknell,11,56,Butler,2013
East,First Round,Marquette,3,59,Davidson,14,58,Marquette,2013
East,First Round,Illinois,7,57,Colorado,10,49,Illinois,2013
East,First Round,Miami (FL),2,78,Pacific,15,49,Miami (FL),2013
East,Second Round,Indiana,1,58,Temple,9,52,Indiana,2013
East,Second Round,California,12,60,Syracuse,4,66,Syracuse,2013
East,Second Round,Butler,6,72,Marquette,3,74,Marquette,2013
East,Second Round,Illinois,7,59,Miami (FL),2,63,Miami (FL),2013
East,Sweet Sixteen,Indiana,1,50,Syracuse,4,61,Syracuse,2013
East,Sweet Sixteen,Marquette,3,71,Miami (FL),2,61,Marquette,2013
East,Elite Eight,Syracuse,4,55,Marquette,3,39,Syracuse,2013
Midwest,First Round,Louisville,1,79,North Carolina A&T,16,48,Louisville,2013
Midwest,First Round,Colorado State,8,84,Missouri,9,72,Colorado State,2013
Midwest,First Round,Oklahoma State,5,55,Oregon,12,68,Oregon,2013
Midwest,First Round,Saint Louis,4,64,New Mexico State,13,44,Saint Louis,2013
Midwest,First Round,Memphis,6,54,Saint Mary's,11,52,Memphis,2013
Midwest,First Round,Michigan State,3,65,Valparaiso,14,54,Michigan State,2013
Midwest,First Round,Creighton,7,67,Cincinnati,10,63,Creighton,2013
Midwest,First Round,Duke,2,73,Albany (NY),15,61,Duke,2013
Midwest,Second Round,Louisville,1,82,Colorado State,8,56,Louisville,2013
Midwest,Second Round,Oregon,12,74,Saint Louis,4,57,Oregon,2013
Midwest,Second Round,Memphis,6,48,Michigan State,3,70,Michigan State,2013
Midwest,Second Round,Creighton,7,50,Duke,2,66,Duke,2013
Midwest,Sweet Sixteen,Louisville,1,77,Oregon,12,69,Louisville,2013
Midwest,Sweet Sixteen,Michigan State,3,61,Duke,2,71,Duke,2013
Midwest,Elite Eight,Louisville,1,85,Duke,2,63,Louisville,2013
South,First Round,Kansas,1,64,Western Kentucky,16,57,Kansas,2013
South,First Round,UNC,8,78,Villanova,9,71,UNC,2013
South,First Round,VCU,5,88,Akron,12,42,VCU,2013
South,First Round,Michigan,4,71,South Dakota State,13,56,Michigan,2013
South,First Round,UCLA,6,63,Minnesota,11,83,Minnesota,2013
South,First Round,Florida,3,79,Northwestern State,14,47,Florida,2013
South,First Round,San Diego State,7,70,Oklahoma,10,55,San Diego State,2013
South,First Round,Georgetown,2,68,Florida Gulf Coast,15,78,Florida Gulf Coast,2013
South,Second Round,Kansas,1,70,UNC,8,58,Kansas,2013
South,Second Round,VCU,5,53,Michigan,4,78,Michigan,2013
South,Second Round,Minnesota,11,64,Florida,3,78,Florida,2013
South,Second Round,San Diego State,7,71,Florida Gulf Coast,15,81,Florida Gulf Coast,2013
South,Sweet Sixteen,Kansas,1,85,Michigan,4,87,Michigan,2013
South,Sweet Sixteen,Florida,3,62,Florida Gulf Coast,15,50,Florida,2013
South,Elite Eight,Michigan,4,79,Florida,3,59,Michigan,2013
West,First Round,Gonzaga,1,64,Southern,16,58,Gonzaga,2013
West,First Round,Pitt,8,55,Wichita State,9,73,Wichita State,2013
West,First Round,Wisconsin,5,46,Ole Miss,12,57,Ole Miss,2013
West,First Round,Kansas State,4,61,La Salle,13,63,La Salle,2013
West,First Round,Arizona,6,81,Belmont,11,64,Arizona,2013
West,First Round,New Mexico,3,62,Harvard,14,68,Harvard,2013
West,First Round,Notre Dame,7,58,Iowa State,10,76,Iowa State,2013
West,First Round,Ohio State,2,95,Iona,15,70,Ohio State,2013
West,Second Round,Gonzaga,1,70,Wichita State,9,76,Wichita State,2013
West,Second Round,Ole Miss,12,74,La Salle,13,76,La Salle,2013
West,Second Round,Arizona,6,74,Harvard,14,51,Arizona,2013
West,Second Round,Iowa State,10,75,Ohio State,2,78,Ohio State,2013
West,Sweet Sixteen,Wichita State,9,72,La Salle,13,58,Wichita State,2013
West,Sweet Sixteen,Arizona,6,70,Ohio State,2,73,Ohio State,2013
West,Elite Eight,Wichita State,9,70,Ohio State,2,66,Wichita State,2013
National,Final Four,Louisville,1,72,Wichita State,9,68,Louisville,2013
National,Final Four,Syracuse,4,56,Michigan,4,61,Michigan,2013
National,Championship,Louisville,1,82,Michigan,4,76,Louisville,2013
East,First Round,Syracuse,1,72,UNC Asheville,16,65,Syracuse,2012
East,First Round,Kansas State,8,70,Southern Miss,9,64,Kansas State,2012
East,First Round,Vanderbilt,5,79,Harvard,12,70,Vanderbilt,2012
East,First Round,Wisconsin,4,73,Montana,13,49,Wisconsin,2012
East,First Round,Cincinnati,6,65,Texas,11,59,Cincinnati,2012
East,First Round,Florida State,3,66,St. Bonaventure,14,63,Florida State,2012
East,First Round,Gonzaga,7,77,West Virginia,10,54,Gonzaga,2012
East,First Round,Ohio State,2,78,Loyola (MD),15,59,Ohio State,2012
East,Second Round,Syracuse,1,75,Kansas State,8,59,Syracuse,2012
East,Second Round,Vanderbilt,5,57,Wisconsin,4,60,Wisconsin,2012
East,Second Round,Cincinnati,6,62,Florida State,3,56,Cincinnati,2012
East,Second Round,Gonzaga,7,66,Ohio State,2,73,Ohio State,2012
East,Sweet Sixteen,Syracuse,1,64,Wisconsin,4,63,Syracuse,2012
East,Sweet Sixteen,Cincinnati,6,66,Ohio State,2,81,Ohio State,2012
East,Elite Eight,Syracuse,1,70,Ohio State,2,77,Ohio State,2012
Midwest,First Round,UNC,1,77,Vermont,16,58,UNC,2012
Midwest,First Round,Creighton,8,58,Alabama,9,57,Creighton,2012
Midwest,First Round,Temple,5,44,South Florida,12,58,South Florida,2012
Midwest,First Round,Michigan,4,60,Ohio,13,65,Ohio,2012
Midwest,First Round,San Diego State,6,65,NC State,11,79,NC State,2012
Midwest,First Round,Georgetown,3,74,Belmont,14,59,Georgetown,2012
Midwest,First Round,Saint Mary's,7,69,Purdue,10,72,Purdue,2012
Midwest,First Round,Kansas,2,65,Detroit Mercy,15,50,Kansas,2012
Midwest,Second Round,UNC,1,87,Creighton,8,73,UNC,2012
Midwest,Second Round,South Florida,12,56,Ohio,13,62,Ohio,2012
Midwest,Second Round,NC State,11,66,Georgetown,3,63,NC State,2012
Midwest,Second Round,Purdue,10,60,Kansas,2,63,Kansas,2012
Midwest,Sweet Sixteen,UNC,1,73,Ohio,13,65,UNC,2012
Midwest,Sweet Sixteen,NC State,11,57,Kansas,2,60,Kansas,2012
Midwest,Elite Eight,UNC,1,67,Kansas,2,80,Kansas,2012
South,First Round,Kentucky,1,81,Western Kentucky,16,66,Kentucky,2012
South,First Round,Iowa State,8,77,UConn,9,64,Iowa State,2012
South,First Round,Wichita State,5,59,VCU,12,62,VCU,2012
South,First Round,Indiana,4,79,New Mexico State,13,66,Indiana,2012
South,First Round,UNLV,6,64,Colorado,11,68,Colorado,2012
South,First Round,Baylor,3,68,South Dakota State,14,60,Baylor,2012
South,First Round,Notre Dame,7,63,Xavier,10,67,Xavier,2012
South,First Round,Duke,2,70,Lehigh,15,75,Lehigh,2012
South,Second Round,Kentucky,1,87,Iowa State,8,71,Kentucky,2012
South,Second Round,VCU,12,61,Indiana,4,63,Indiana,2012
South,Second Round,Colorado,11,63,Baylor,3,80,Baylor,2012
South,Second Round,Xavier,10,70,Lehigh,15,58,Xavier,2012
South,Sweet Sixteen,Kentucky,1,102,Indiana,4,90,Kentucky,2012
South,Sweet Sixteen,Baylor,3,75,Xavier,10,70,Baylor,2012
South,Elite Eight,Kentucky,1,82,Baylor,3,70,Kentucky,2012
West,First Round,Michigan State,1,89,LIU,16,67,Michigan State,2012
West,First Round,Memphis,8,54,Saint Louis,9,61,Saint Louis,2012
West,First Round,New Mexico,5,75,Long Beach State,12,68,New Mexico,2012
West,First Round,Louisville,4,69,Davidson,13,62,Louisville,2012
West,First Round,Murray State,6,58,Colorado State,11,41,Murray State,2012
West,First Round,Marquette,3,88,BYU,14,68,Marquette,2012
West,First Round,Florida,7,71,Virginia,10,45,Florida,2012
West,First Round,Missouri,2,84,Norfolk State,15,86,Norfolk State,2012
West,Second Round,Michigan State,1,65,Saint Louis,9,61,Michigan State,2012
West,Second Round,New Mexico,5,56,Louisville,4,59,Louisville,2012
West,Second Round,Murray State,6,53,Marquette,3,62,Marquette,2012
West,Second Round,Florida,7,84,Norfolk State,15,50,Florida,2012
West,Sweet Sixteen,Michigan State,1,44,Louisville,4,57,Louisville,2012
West,Sweet Sixteen,Marquette,3,58,Florida,7,68,Florida,2012
West,Elite Eight,Louisville,4,72,Florida,7,68,Louisville,2012
National,Final Four,Kentucky,1,69,Louisville,4,61,Kentucky,2012
National,Final Four,Ohio State,2,62,Kansas,2,64,Kansas,2012
National,Championship,Kentucky,1,67,Kansas,2,59,Kentucky,2012
East,First Round,Ohio State,1,75,UTSA,16,46,Ohio State,2011
East,First Round,George Mason,8,61,Villanova,9,57,George Mason,2011
East,First Round,West Virginia,5,84,Clemson,12,76,West Virginia,2011
East,First Round,Kentucky,4,59,Princeton,13,57,Kentucky,2011
East,First Round,Xavier,6,55,Marquette,11,66,Marquette,2011
East,First Round,Syracuse,3,77,Indiana State,14,60,Syracuse,2011
East,First Round,Washington,7,68,Georgia,10,65,Washington,2011
East,First Round,UNC,2,102,LIU,15,87,UNC,2011
East,Second Round,Ohio State,1,98,George Mason,8,66,Ohio State,2011
East,Second Round,West Virginia,5,63,Kentucky,4,71,Kentucky,2011
East,Second Round,Marquette,11,66,Syracuse,3,62,Marquette,2011
East,Second Round,Washington,7,83,UNC,2,86,UNC,2011
East,Sweet Sixteen,Ohio State,1,60,Kentucky,4,62,Kentucky,2011
East,Sweet Sixteen,Marquette,11,63,UNC,2,81,UNC,2011
East,Elite Eight,Kentucky,4,76,UNC,2,69,Kentucky,2011
West,First Round,Duke,1,87,Hampton,16,45,Duke,2011
West,First Round,Michigan,8,75,Tennessee,9,45,Michigan,2011
West,First Round,Arizona,5,77,Memphis,12,75,Arizona,2011
West,First Round,Texas,4,85,Oakland,13,81,Texas,2011
West,First Round,Cincinnati,6,78,Missouri,11,63,Cincinnati,2011
West,First Round,UConn,3,81,Bucknell,14,52,UConn,2011
West,First Round,Temple,7,66,Penn State,10,64,Temple,2011
West,First Round,San Diego State,2,68,Northern Colorado,15,50,San Diego State,2011
West,Second Round,Duke,1,73,Michigan,8,71,Duke,2011
West,Second Round,Arizona,5,70,Texas,4,69,Arizona,2011
West,Second Round,Cincinnati,6,58,UConn,3,69,UConn,2011
West,Second Round,Temple,7,64,San Diego State,2,71,San Diego State,2011
West,Sweet Sixteen,Duke,1,77,Arizona,5,93,Arizona,2011
West,Sweet Sixteen,UConn,3,74,San Diego State,2,67,UConn,2011
West,Elite Eight,Arizona,5,63,UConn,3,65,UConn,2011
National,Final Four,UConn,3,56,Kentucky,4,55,UConn,2011
National,Final Four,VCU,11,62,Butler,8,70,Butler,2011
National,Championship,UConn,3,53,Butler,8,41,UConn,2011
East,First Round,Kentucky,1,100,ETSU,16,71,Kentucky,2010
East,First Round,Texas,8,80,Wake Forest,9,81,Wake Forest,2010
East,First Round,Temple,5,65,Cornell,12,78,Cornell,2010
East,First Round,Wisconsin,4,53,Wofford,13,49,Wisconsin,2010
East,First Round,Marquette,6,78,Washington,11,80,Washington,2010
East,First Round,New Mexico,3,62,Montana,14,57,New Mexico,2010
East,First Round,Clemson,7,78,Missouri,10,86,Missouri,2010
East,First Round,West Virginia,2,77,Morgan State,15,50,West Virginia,2010
East,Second Round,Kentucky,1,90,Wake Forest,9,60,Kentucky,2010
East,Second Round,Cornell,12,87,Wisconsin,4,69,Cornell,2010
East,Second Round,Washington,11,82,New Mexico,3,64,Washington,2010
East,Second Round,Missouri,10,59,West Virginia,2,68,West Virginia,2010
East,Sweet Sixteen,Kentucky,1,62,Cornell,12,45,Kentucky,2010
East,Sweet Sixteen,Washington,11,56,West Virginia,2,69,West Virginia,2010
East,Elite Eight,Kentucky,1,66,West Virginia,2,73,West Virginia,2010
Midwest,First Round,Kansas,1,90,Lehigh,16,74,Kansas,2010
Midwest,First Round,UNLV,8,66,Northern Iowa,9,69,Northern Iowa,2010
Midwest,First Round,Michigan State,5,70,New Mexico State,12,67,Michigan State,2010
Midwest,First Round,Maryland,4,89,Houston,13,77,Maryland,2010
Midwest,First Round,Tennessee,6,62,San Diego State,11,59,Tennessee,2010
Midwest,First Round,Georgetown,3,83,Ohio,14,97,Ohio,2010
Midwest,First Round,Oklahoma State,7,59,Georgia Tech,10,64,Georgia Tech,2010
Midwest,First Round,Ohio State,2,68,UCSB,15,51,Ohio State,2010
Midwest,Second Round,Kansas,1,67,Northern Iowa,9,69,Northern Iowa,2010
Midwest,Second Round,Michigan State,5,85,Maryland,4,83,Michigan State,2010
Midwest,Second Round,Tennessee,6,83,Ohio,14,68,Tennessee,2010
Midwest,Second Round,Georgia Tech,10,66,Ohio State,2,75,Ohio State,2010
Midwest,Sweet Sixteen,Northern Iowa,9,52,Michigan State,5,59,Michigan State,2010
Midwest,Sweet Sixteen,Tennessee,6,76,Ohio State,2,73,Tennessee,2010
Midwest,Elite Eight,Michigan State,5,70,Tennessee,6,69,Michigan State,2010
South,First Round,Duke,1,73,Arkansas-Pine Bluff,16,44,Duke,2010
South,First Round,California,8,77,Louisville,9,62,California,2010
South,First Round,Texas A&M,5,69,Utah State,12,53,Texas A&M,2010
South,First Round,Purdue,4,72,Siena,13,64,Purdue,2010
South,First Round,Notre Dame,6,50,Old Dominion,11,51,Old Dominion,2010
South,First Round,Baylor,3,68,Sam Houston,14,59,Baylor,2010
South,First Round,Richmond,7,71,Saint Mary's,10,80,Saint Mary's,2010
South,First Round,Villanova,2,73,Robert Morris,15,70,Villanova,2010
South,Second Round,Duke,1,68,California,8,53,Duke,2010
South,Second Round,Texas A&M,5,61,Purdue,4,63,Purdue,2010
South,Second Round,Old Dominion,11,68,Baylor,3,76,Baylor,2010
South,Second Round,Saint Mary's,10,75,Villanova,2,68,Saint Mary's,2010
South,Sweet Sixteen,Duke,1,70,Purdue,4,57,Duke,2010
South,Sweet Sixteen,Baylor,3,72,Saint Mary's,10,49,Baylor,2010
South,Elite Eight,Duke,1,78,Baylor,3,71,Duke,2010
West,First Round,Syracuse,1,79,Vermont,16,56,Syracuse,2010
West,First Round,Gonzaga,8,67,Florida State,9,60,Gonzaga,2010
West,First Round,Butler,5,77,UTEP,12,59,Butler,2010
West,First Round,Vanderbilt,4,65,Murray State,13,66,Murray State,2010
West,First Round,Xavier,6,65,Minnesota,11,54,Xavier,2010
West,First Round,Pitt,3,89,Oakland,14,66,Pitt,2010
West,First Round,BYU,7,99,Florida,10,92,BYU,2010
West,First Round,Kansas State,2,82,North Texas,15,62,Kansas State,2010
West,Second Round,Syracuse,1,87,Gonzaga,8,65,Syracuse,2010
West,Second Round,Butler,5,54,Murray State,13,52,Butler,2010
West,Second Round,Xavier,6,71,Pitt,3,68,Xavier,2010
West,Second Round,BYU,7,72,Kansas State,2,84,Kansas State,2010
West,Sweet Sixteen,Syracuse,1,59,Butler,5,63,Butler,2010
West,Sweet Sixteen,Xavier,6,96,Kansas State,2,101,Kansas State,2010
West,Elite Eight,Butler,5,63,Kansas State,2,56,Butler,2010
National,Final Four,Duke,1,78,West Virginia,2,57,Duke,2010
